Наименование НКО,Учетный номер,ОРГН,Форма,Вид отчета,Период,URL
Представительство Национального исследовательского фонда  Кореи (Республика Корея)  в Российской Федерации,0016040031,,Фонд,СП0001,05.04.2012,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=8167201
Представительство Национального исследовательского фонда  Кореи (Республика Корея)  в Российской Федерации,0016040031,,Фонд,СП0001,05.04.2012,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=8163801
"Филиал корпорации ""Ворлд Вижн Интернешнл"" (США) в Российской Федерации",0016050111,,Корпорация,СП0002,04.04.2012,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=8027501
"Представительство некомерческой корпорации ""ФОНД ЕВРАЗИЯ"" (США) в Российской Федерации",0016050116,,Корпорация,СП0003,31.03.2012,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=7759901
"Представительство Корпорации ""Кидсейв Интернейшнл"" (США) в Российской Федерации",0016050054,,Корпорация,СП0001,20.03.2012,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=7055801
"Представительство Корпорации ""Кидсейв Интернейшнл"" (США) в Российской Федерации",0016050054,,Корпорация,СП0002,20.03.2012,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=7055601
Представительство Некоммерческой корпорации Американского Фонда гражданских исследований и развития (США) в Российской Федерации,0016050035,,Корпорация,СП0002,20.03.2012,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=7045901
"Отделение международной неправительственной некоммерческой организации ""Совет Гринпис"" - ГРИНПИС",0016020055,1037739393713,Организация,СП0002,15.03.2012,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=6812401
"Отделение Международной неправительственной некоммерческой организации  ""Международный совет ботанических садов по охране растений""(начало процедуры ликвидации, расп. от 13.03.2012 № 450-р)",0016020005,1027739407134,Организация,СП0001,31.01.2012,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5905501
"Представительство организации ""Право на здоровье"" (США) в Росийской Федерации",0016050104,,Корпорация,СП0001,30.01.2012,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5879901
"Представительство Корпорации ""Кидсейв Интернейшнл"" (США) в Российской Федерации",0016050054,,Корпорация,СП0001,30.01.2012,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5874701
"Представительство Корпорации ""Ньюклиа Трит Инишиэйтив, Инк"", США, В Российской Федерации",0016050052,,Корпорация,СП0001,30.01.2012,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5872601
"Представительство Корпорации ""Американский Центр по Образованию и Тестированию, Инк."" в Россиской Федерации",0016050092,,Корпорация,СП0001,27.01.2012,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5857001
"Представительство корпорации ""Американские Советы по Международному Образованию: АСПРЯЛ/АКСЕЛС, Инк."" в Российской Федерации",0016050091,,Корпорация,СП0002,27.01.2012,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5856901
"Представительство корпорации ""Американские Советы по Международному Образованию: АСПРЯЛ/АКСЕЛС, Инк."" в Российской Федерации",0016050091,,Корпорация,СП0001,27.01.2012,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5856501
"Филиал корпорации ""Ворлд Вижн Интернешнл"" (США) в Российской Федерации",0016050111,,Корпорация,СП0001,26.01.2012,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5836201
"Филиал Ассоциации ""Врачи Без Границ"" (Франция) в Российской Федерации",0016100043,,Ассоциация,СП0001,19.01.2012,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5737201
Представительство Национального исследовательского фонда  Кореи (Республика Корея)  в Российской Федерации,0016040031,,Фонд,СП0001,19.01.2012,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5736401
Представительство Национального исследовательского фонда  Кореи (Республика Корея)  в Российской Федерации,0016040031,,Фонд,СП0002,19.01.2012,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5736301
"Представительство корпорации ""Американские Советы по Международному Образованию: АСПРЯЛ/АКСЕЛС, Инк."" в Российской Федерации",0016050091,,Корпорация,СП0003,14.11.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5423901
"Представительство корпорации ""Американские Советы по Международному Образованию: АСПРЯЛ/АКСЕЛС, Инк."" в Российской Федерации",0016050091,,Корпорация,СП0003,14.11.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5423801
"Представительство корпорации ""Американские Советы по Международному Образованию: АСПРЯЛ/АКСЕЛС, Инк."" в Российской Федерации",0016050091,,Корпорация,СП0003,14.11.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5423701
"Представительство корпорации ""Американские Советы по Международному Образованию: АСПРЯЛ/АКСЕЛС, Инк."" в Российской Федерации",0016050091,,Корпорация,СП0003,14.11.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5423301
"Представительство корпорации ""Американские Советы по Международному Образованию: АСПРЯЛ/АКСЕЛС, Инк."" в Российской Федерации",0016050091,,Корпорация,СП0003,14.11.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5423201
"Представительство корпорации ""Американские Советы по Международному Образованию: АСПРЯЛ/АКСЕЛС, Инк."" в Российской Федерации",0016050091,,Корпорация,СП0003,14.11.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5423101
"Представительство корпорации ""Американские Советы по Международному Образованию: АСПРЯЛ/АКСЕЛС, Инк."" в Российской Федерации",0016050091,,Корпорация,СП0003,14.11.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5423001
"Представительство Корпорации ""Американский Центр по Образованию и Тестированию, Инк."" в Россиской Федерации",0016050092,,Корпорация,СП0003,14.11.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5422901
"Представительство Корпорации ""Американский Центр по Образованию и Тестированию, Инк."" в Россиской Федерации",0016050092,,Корпорация,СП0003,14.11.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5422701
"Филиал Ассоциации ""Врачи Без Границ"" (Франция) в Российской Федерации",0016100043,,Ассоциация,СП0003,31.10.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5403401
"Филиал Ассоциации ""Врачи Без Границ"" (Франция) в Российской Федерации",0016100043,,Ассоциация,СП0003,31.10.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5403301
"Филиал Ассоциации ""Врачи Без Границ"" (Франция) в Российской Федерации",0016100043,,Ассоциация,СП0003,31.10.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5403101
"Филиал Ассоциации ""Врачи Без Границ"" (Франция) в Российской Федерации",0016100043,,Ассоциация,СП0003,31.10.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5402901
"Филиал Ассоциации ""Врачи Без Границ"" (Франция) в Российской Федерации",0016100043,,Ассоциация,СП0001,31.10.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5402801
"Представительство Корпорации ""Кидсейв Интернейшнл"" (США) в Российской Федерации",0016050054,,Корпорация,СП0003,31.10.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5402701
"Представительство Корпорации ""Кидсейв Интернейшнл"" (США) в Российской Федерации",0016050054,,Корпорация,СП0003,31.10.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5400601
"Представительство Корпорации ""Кидсейв Интернейшнл"" (США) в Российской Федерации",0016050054,,Корпорация,СП0001,31.10.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5398701
"Представительство организации ""Право на здоровье"" (США) в Росийской Федерации",0016050104,,Корпорация,СП0001,28.10.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5398001
"Представительство организации ""Право на здоровье"" (США) в Росийской Федерации",0016050104,,Корпорация,СП0003,28.10.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5397901
"Филиал благотворительной компании ""ЭВРИЧАЙЛД"" (Великобритания) в Российской Федерации",0016080004,,Автономная некоммерческая организация,СП0001,28.10.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5397501
"Филиал благотворительной компании ""ЭВРИЧАЙЛД"" (Великобритания) в Российской Федерации",0016080004,,Автономная некоммерческая организация,СП0001,28.10.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5397401
"Филиал корпорации ""Ворлд Вижн Интернешнл"" (США) в Российской Федерации",0016050111,,Корпорация,СП0001,27.10.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5395601
"Филиал корпорации ""Ворлд Вижн Интернешнл"" (США) в Российской Федерации",0016050111,,Корпорация,СП0001,27.10.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5395301
"Отделение Международной неправительственной некоммерческой организации  ""Международный совет ботанических садов по охране растений""(начало процедуры ликвидации, расп. от 13.03.2012 № 450-р)",0016020005,1027739407134,Организация,СП0003,26.10.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5388401
"Отделение Международной неправительственной некоммерческой организации  ""Международный совет ботанических садов по охране растений""(начало процедуры ликвидации, расп. от 13.03.2012 № 450-р)",0016020005,1027739407134,Организация,СП0001,26.10.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5388301
"Представительство Корпорации ""Американский Центр по Образованию и Тестированию, Инк."" в Россиской Федерации",0016050092,,Корпорация,СП0001,25.10.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5385701
"Представительство Корпорации ""Американский Центр по Образованию и Тестированию, Инк."" в Россиской Федерации",0016050092,,Корпорация,СП0001,25.10.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5385401
"Представительство корпорации ""Американские Советы по Международному Образованию: АСПРЯЛ/АКСЕЛС, Инк."" в Российской Федерации",0016050091,,Корпорация,СП0001,25.10.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5385201
"Представительство корпорации ""Американские Советы по Международному Образованию: АСПРЯЛ/АКСЕЛС, Инк."" в Российской Федерации",0016050091,,Корпорация,СП0001,25.10.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5385101
Представительство Национального исследовательского фонда  Кореи (Республика Корея)  в Российской Федерации,0016040031,,Фонд,СП0003,24.10.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5382201
Представительство Национального исследовательского фонда  Кореи (Республика Корея)  в Российской Федерации,0016040031,,Фонд,СП0001,24.10.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5382101
"Представительство Корпорации ""Ньюклиа Трит Инишиэйтив, Инк"", США, В Российской Федерации",0016050052,,Корпорация,СП0003,21.10.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5374801
"Отделение Международной неправительственной некоммерческой организации  ""Международный совет ботанических садов по охране растений""(начало процедуры ликвидации, расп. от 13.03.2012 № 450-р)",0016020005,1027739407134,Организация,СП0001,29.07.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5181701
"Представительство Корпорации ""Кидсейв Интернейшнл"" (США) в Российской Федерации",0016050054,,Корпорация,СП0001,28.07.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5180001
"Представительство организации ""Право на здоровье"" (США) в Росийской Федерации",0016050104,,Корпорация,СП0001,28.07.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5179901
"Филиал Ассоциации ""Врачи Без Границ"" (Франция) в Российской Федерации",0016100043,,Ассоциация,СП0001,17.07.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5166601
"Филиал корпорации ""Ворлд Вижн Интернешнл"" (США) в Российской Федерации",0016050111,,Корпорация,СП0003,13.07.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5157201
"Филиал корпорации ""Ворлд Вижн Интернешнл"" (США) в Российской Федерации",0016050111,,Корпорация,СП0001,13.07.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5157101
Представительство Национального исследовательского фонда  Кореи (Республика Корея)  в Российской Федерации,0016040031,,Фонд,СП0001,12.07.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=5154301
Представительство Национального исследовательского фонда  Кореи (Республика Корея)  в Российской Федерации,0016040031,,Фонд,СП0002,03.05.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=4864701
"Представительство Корпорации ""Кидсейв Интернейшнл"" (США) в Российской Федерации",0016050054,,Корпорация,СП0001,28.04.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=4842301
Представительство Национального исследовательского фонда  Кореи (Республика Корея)  в Российской Федерации,0016040031,,Фонд,СП0001,27.04.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=4831201
Представительство Национального исследовательского фонда  Кореи (Республика Корея)  в Российской Федерации,0016040031,,Фонд,СП0001,27.04.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=4829101
"Филиал корпорации ""Ворлд Вижн Интернешнл"" (США) в Российской Федерации",0016050111,,Корпорация,СП0001,26.04.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=4812501
"Представительство некоммерческой корпорация ""Прожект Хармони, Инк."" (США) в Российской Федерации",0016050030,,Корпорация,СП0002,18.04.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=4672301
"Представительство некомерческой корпорации ""ФОНД ЕВРАЗИЯ"" (США) в Российской Федерации",0016050116,,Корпорация,СП0003,17.04.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=4634401
"Представительство некомерческой корпорации ""ФОНД ЕВРАЗИЯ"" (США) в Российской Федерации",0016050116,,Корпорация,СП0002,17.04.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=4634301
"Отделение Международной неправительственной некоммерческой организации  ""Международный совет ботанических садов по охране растений""(начало процедуры ликвидации, расп. от 13.03.2012 № 450-р)",0016020005,1027739407134,Организация,СП0002,15.04.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=4461901
"Отделение Международной неправительственной некоммерческой организации  ""Международный совет ботанических садов по охране растений""(начало процедуры ликвидации, расп. от 13.03.2012 № 450-р)",0016020005,1027739407134,Организация,СП0002,15.04.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=4457401
"Отделение Международной неправительственной некоммерческой организации  ""Международный совет ботанических садов по охране растений""(начало процедуры ликвидации, расп. от 13.03.2012 № 450-р)",0016020005,1027739407134,Организация,СП0002,15.04.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=4454301
"Отделение Международной неправительственной некоммерческой организации  ""Международный совет ботанических садов по охране растений""(начало процедуры ликвидации, расп. от 13.03.2012 № 450-р)",0016020005,1027739407134,Организация,СП0003,15.04.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=4443201
"Филиал благотворительной компании ""ЭВРИЧАЙЛД"" (Великобритания) в Российской Федерации",0016080004,,Автономная некоммерческая организация,СП0001,14.04.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=4097701
"Филиал благотворительной компании ""ЭВРИЧАЙЛД"" (Великобритания) в Российской Федерации",0016080004,,Автономная некоммерческая организация,СП0002,14.04.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=4094001
"Представительство Корпорации ""Американский Центр по Образованию и Тестированию, Инк."" в Россиской Федерации",0016050092,,Корпорация,СП0002,14.04.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=4067201
"Представительство Корпорации ""Американский Центр по Образованию и Тестированию, Инк."" в Россиской Федерации",0016050092,,Корпорация,СП0001,14.04.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=4066001
"Представительство корпорации ""Американские Советы по Международному Образованию: АСПРЯЛ/АКСЕЛС, Инк."" в Российской Федерации",0016050091,,Корпорация,СП0002,14.04.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=4063501
"Представительство корпорации ""Американские Советы по Международному Образованию: АСПРЯЛ/АКСЕЛС, Инк."" в Российской Федерации",0016050091,,Корпорация,СП0001,14.04.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=4059401
"Филиал Корпорации ""Проект Вермонт-Карелия Власть Закона, Инк."" (США) в Российской Федерации",0016050118,,Корпорация,СП0002,13.04.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=3819201
"Филиал компании с ответственностью, ограниченной гарантией, и не имеющей акционерного капитала ""Международный форум лидеров бизнеса (Соединенное Королевство) в Российской Федерации",0016080005,,Автономная некоммерческая организация,СП0001,13.04.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=3802401
"Отделение Международной неправительственной некоммерческой организации  ""Международный совет ботанических садов по охране растений""(начало процедуры ликвидации, расп. от 13.03.2012 № 450-р)",0016020005,1027739407134,Организация,СП0002,13.04.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=3787201
"Филиал компании с ответственностью, ограниченной гарантией, и не имеющей акционерного капитала ""Международный форум лидеров бизнеса (Соединенное Королевство) в Российской Федерации",0016080005,,Автономная некоммерческая организация,СП0003,13.04.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=3777101
"Филиал компании с ответственностью, ограниченной гарантией, и не имеющей акционерного капитала ""Международный форум лидеров бизнеса (Соединенное Королевство) в Российской Федерации",0016080005,,Автономная некоммерческая организация,СП0002,13.04.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=3774401
"Отделение Международной неправительственной некоммерческой организации  ""Международный совет ботанических садов по охране растений""(начало процедуры ликвидации, расп. от 13.03.2012 № 450-р)",0016020005,1027739407134,Организация,СП0001,13.04.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=3771901
"Филиал Ассоциации ""Врачи Без Границ"" (Франция) в Российской Федерации",0016100043,,Ассоциация,СП0002,13.04.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=3698201
"Филиал Ассоциации ""Врачи Без Границ"" (Франция) в Российской Федерации",0016100043,,Ассоциация,СП0001,13.04.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=3694101
"Представительство Корпорации ""Кидсейв Интернейшнл"" (США) в Российской Федерации",0016050054,,Корпорация,СП0002,11.04.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=3393201
"Представительство Корпорации ""Кидсейв Интернейшнл"" (США) в Российской Федерации",0016050054,,Корпорация,СП0002,11.04.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=3386301
"Филиал независимой некоммерческой организации ""Датская Церковная Помощь"" в Российской Федерации",0016020123,,Организация,СП0001,11.04.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=3368601
"Филиал независимой некоммерческой организации ""Датская Церковная Помощь"" в Российской Федерации",0016020123,,Организация,СП0002,11.04.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=3365301
"Отделение международной неправительственной некоммерческой организации ""Совет Гринпис"" - ГРИНПИС",0016020055,1037739393713,Организация,СП0002,11.04.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=3316801
"Представительство организации ""Право на здоровье"" (США) в Росийской Федерации",0016050104,,Корпорация,СП0002,08.04.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=3111201
"Представительство организации ""Право на здоровье"" (США) в Росийской Федерации",0016050104,,Корпорация,СП0001,08.04.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=3110901
"Филиал корпорации ""Ворлд Вижн Интернешнл"" (США) в Российской Федерации",0016050111,,Корпорация,СП0002,06.04.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=2874901
"Филиал Ассоциации ""Андикап Энтернасьональ"" в Российской Федерации (Франция)",0016100027,,Ассоциация,СП0002,10.03.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=1855001
"Филиал Ассоциации ""Андикап Энтернасьональ"" в Российской Федерации (Франция)",0016100027,,Ассоциация,СП0002,01.03.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=1724101
"Представительство некоммерческой организации  ""ГБК-Здоровье"" (США) в Российской Федерации",0016020084,,Организация,СП0001,31.01.2011,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=1379501
"Представительство организации ""Право на здоровье"" (США) в Росийской Федерации",0016050104,,Корпорация,СП0003,29.12.2010,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=725201
"Отделение Международной культурно-просветительской организации ""ХАМА"" (Израиль)",0016020045,1027739240451,Организация,СП0002,29.12.2010,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=727001
"Представительство организации ""Право на здоровье"" (США) в Росийской Федерации",0016050104,,Корпорация,СП0002,29.12.2010,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=1281201
"Представительство некоммерческой организации  ""ГБК-Здоровье"" (США) в Российской Федерации",0016020084,,Организация,СП0002,23.12.2010,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=491901
"Филиал Некоммерческой корпорации ""Ризонинг Маинд, Инк"" (США) в Российской Федерации",0016050128,,Корпорация,СП0003,23.12.2010,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=491801
"Филиал Некоммерческой корпорации ""Ризонинг Маинд, Инк"" (США) в Российской Федерации",0016050128,,Корпорация,СП0003,23.12.2010,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=567901
"Филиал Некоммерческой корпорации ""Ризонинг Маинд, Инк"" (США) в Российской Федерации",0016050128,,Корпорация,СП0002,22.12.2010,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=442001
"Филиал Ассоциации ""Врачи Без Границ"" (Франция) в Российской Федерации",0016100043,,Ассоциация,СП0002,13.12.2010,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=233601
Представительство Ассоциации по международному усыновлению КРЕШЕРЕ ИНСИЕМЕ ОНЛУС в Российской Федерации,0016100044,,Ассоциация,СП0003,10.11.2010,http://unro.minjust.ru/NKOReports.aspx?mode=show_pdf_report&id=992901
